Position,Ball_Control,Dribbling,Marking,Sliding_Tackle,Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,RESISTENCIA,FORCA,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
ZAGUEIRO,57,45,66,68,67,79,66,42,67,36,46,45,63,53,54,57,66,74,50,58,70,68,50,33,43,32,33,48,30,16,9,11,10,6
ZAGUEIRO,41,46,68,65,69,68,62,46,71,54,66,36,63,54,61,60,71,77,59,63,73,74,53,42,31,33,45,36,43,8,15,10,6,10
ZAGUEIRO,57,41,71,70,70,74,66,26,65,48,64,25,56,33,47,46,53,75,58,59,58,72,74,36,47,32,51,77,19,12,16,11,8,13
ZAGUEIRO,48,42,71,65,68,75,64,46,70,42,58,48,56,60,31,31,46,78,60,43,74,75,64,28,42,49,60,48,38,16,9,7,11,6
MEIO,70,56,56,66,65,27,63,67,52,73,65,74,68,75,52,44,69,66,53,71,33,59,75,61,74,54,75,73,68,13,10,11,6,13
ZAGUEIRO,62,40,66,64,67,70,65,44,68,57,72,44,62,66,64,65,75,81,57,57,70,68,67,32,52,25,27,34,31,10,16,6,13,10
ATACANTE,63,58,23,25,34,71,66,68,40,60,68,58,66,34,57,70,75,90,65,60,84,74,77,66,63,53,41,70,61,9,6,12,15,15
ZAGUEIRO,65,59,71,69,70,66,49,40,68,58,66,46,70,65,67,65,74,72,60,46,46,73,70,38,54,37,43,35,43,11,10,6,9,9
ZAGUEIRO,68,69,61,67,69,74,68,71,63,69,66,70,68,64,69,73,75,65,69,64,76,64,66,44,52,64,65,52,45,14,7,13,7,9
MEIO,70,67,37,33,43,71,67,68,51,64,73,65,65,63,81,81,73,66,76,68,62,52,69,62,58,68,62,66,62,7,11,9,7,9
ZAGUEIRO,51,47,68,68,68,55,63,30,64,50,50,64,64,63,51,50,75,80,53,53,84,78,42,19,38,35,43,24,25,9,15,15,9,7
ZAGUEIRO,66,67,69,67,66,84,70,49,67,58,73,70,61,62,74,67,87,65,82,80,84,41,70,40,62,65,58,55,55,3,3,3,3,3
ATACANTE,68,65,23,34,35,71,68,71,45,64,71,62,67,47,69,69,73,65,66,68,80,74,69,65,65,68,61,72,67,9,8,6,13,9
MEIO,70,66,56,58,66,60,71,63,64,65,70,60,69,72,70,69,69,69,66,70,71,58,68,45,70,60,56,60,60,13,5,11,8,10
MEIO,70,67,64,65,66,66,71,60,67,59,54,69,74,71,64,62,73,76,52,55,53,62,69,62,66,58,61,63,55,10,14,15,10,10
MEIO,69,66,53,50,53,66,67,57,62,68,56,75,75,72,79,74,92,64,72,71,72,69,67,65,65,52,61,60,47,16,12,16,15,9
MEIO,72,71,55,14,18,64,60,62,57,67,63,64,73,69,68,65,68,39,82,80,61,47,61,61,64,75,70,60,44,14,8,9,15,6
ZAGUEIRO,66,65,70,66,73,57,68,55,68,54,48,72,73,65,73,67,75,69,72,72,63,34,66,60,54,58,32,38,59,16,9,6,10,16
MEIO,72,70,52,33,43,47,57,67,41,68,71,70,72,71,60,56,60,70,58,71,67,64,82,64,75,65,70,72,63,8,10,8,16,12
GK,27,15,13,17,12,29,66,11,14,15,23,14,14,13,43,34,38,67,42,28,57,12,13,12,13,13,13,13,12,66,70,73,68,67
GK,25,21,13,12,11,34,66,12,17,33,48,20,43,46,46,55,42,62,65,59,71,15,25,11,20,11,11,15,14,64,78,68,65,67
MEIO,66,61,60,65,69,71,62,61,65,77,84,78,78,79,44,42,44,65,73,60,34,43,52,58,61,81,79,73,57,9,13,10,6,10
MEIO,69,70,69,65,66,68,66,67,68,66,66,64,68,65,66,65,73,62,76,69,71,64,75,69,70,70,64,55,68,6,8,16,14,8
MEIO,71,75,22,23,25,46,59,58,34,63,58,67,73,68,79,77,54,69,81,78,77,31,69,57,68,62,56,57,59,11,15,16,10,9
ZAGUEIRO,56,52,70,67,69,79,65,46,69,41,76,36,60,61,39,52,34,78,52,46,68,63,67,30,62,65,67,43,38,12,9,9,8,15
MEIO,72,69,18,23,34,50,60,70,50,72,73,69,72,71,58,55,30,60,61,63,63,55,73,62,66,70,72,74,61,14,7,9,14,9
ATACANTE,71,70,42,39,34,56,68,74,42,57,62,63,67,64,54,55,66,56,70,68,75,72,74,68,65,66,57,80,69,8,11,6,9,6
GK,26,17,13,11,11,34,62,13,11,47,47,13,23,24,23,33,36,77,35,56,57,15,57,14,16,13,12,74,14,75,66,64,74,63
MEIO,71,74,50,49,55,77,66,65,60,71,73,71,70,69,68,64,32,70,76,70,61,65,78,69,75,65,71,60,65,14,15,8,10,8
ZAGUEIRO,64,57,71,79,71,68,71,58,66,58,59,69,53,67,75,67,62,76,63,72,65,55,52,35,54,65,51,53,66,16,7,16,9,16
ZAGUEIRO,66,61,70,74,75,67,65,37,68,60,74,72,65,62,61,55,62,57,73,65,70,69,65,45,64,54,54,59,60,12,6,12,12,15
MEIO,72,73,46,57,52,55,66,67,56,69,60,76,70,67,68,69,57,61,68,74,57,39,64,49,59,70,57,59,55,14,15,16,8,9
MEIO,74,73,50,55,53,56,62,67,56,70,67,70,77,71,33,36,58,66,74,68,63,60,74,69,75,77,81,77,57,7,8,14,12,10
MEIO,69,68,22,20,18,41,69,69,38,67,74,69,67,65,76,78,34,55,75,81,78,58,74,64,69,71,71,75,69,10,11,7,15,6
MEIO,74,70,23,12,47,52,66,67,34,70,68,66,67,70,52,53,48,63,79,67,68,58,65,68,66,76,60,65,65,7,7,11,12,6
ATACANTE,66,59,32,29,39,74,71,71,40,54,78,51,66,55,41,50,63,88,51,59,75,77,71,68,64,61,55,64,63,7,10,13,16,6
ZAGUEIRO,53,46,67,66,72,74,54,17,68,35,65,42,65,57,43,50,60,80,49,34,52,73,52,21,19,38,12,24,26,8,9,12,14,11
MEIO,63,58,70,75,71,75,68,63,71,62,70,60,67,66,48,53,65,69,71,63,72,65,67,40,66,53,40,65,34,10,8,13,8,6
MEIO,66,72,31,41,51,61,62,62,38,64,67,77,68,65,70,69,78,62,79,78,54,40,61,59,69,73,67,56,59,12,15,16,16,9
MEIO,70,70,23,23,33,66,60,72,42,56,56,70,65,59,70,74,77,82,68,71,62,49,68,70,62,68,61,71,65,14,6,12,16,12
MEIO,70,68,69,67,71,71,70,66,65,66,67,60,73,71,54,55,49,65,73,68,83,72,70,57,66,71,65,63,65,9,15,11,12,7
ZAGUEIRO,66,64,65,72,72,72,64,58,67,63,74,71,66,62,76,68,74,64,77,69,79,42,65,58,51,46,53,48,53,15,16,10,11,13
ZAGUEIRO,51,41,71,65,68,71,66,19,71,18,61,31,51,51,50,51,55,79,55,53,78,69,33,26,23,26,53,24,15,5,11,5,8,6
GK,33,11,14,16,18,32,65,12,12,52,51,11,20,30,55,54,40,56,44,65,73,15,37,20,14,13,11,29,16,66,73,62,65,71
MEIO,67,70,31,51,45,61,71,66,37,69,69,67,66,61,76,78,55,59,72,76,55,49,76,63,68,67,66,63,60,14,16,16,10,6
MEIO,64,56,69,66,70,82,66,51,68,56,66,53,68,59,54,52,84,80,71,41,72,56,61,39,53,47,49,46,41,13,7,8,10,12
GK,30,14,11,15,12,45,61,14,23,39,42,12,27,26,56,48,37,85,53,37,61,13,13,12,13,9,14,29,14,67,71,70,69,70
ATACANTE,60,64,35,34,35,64,70,75,38,54,45,58,57,51,61,65,66,69,44,45,59,70,76,66,65,51,49,68,65,11,9,13,16,9
ATACANTE,72,73,35,35,29,67,69,76,34,67,73,63,67,63,72,69,71,65,75,75,72,46,73,69,71,63,65,63,69,10,13,16,10,12
MEIO,66,62,67,64,62,65,71,70,72,70,73,56,70,68,64,66,69,64,81,61,85,70,62,52,56,63,42,51,60,6,16,8,8,16
GK,24,11,15,14,15,28,65,8,12,32,30,12,29,27,40,41,28,56,42,50,66,15,24,14,13,12,14,16,15,66,68,60,68,72
ATACANTE,74,73,31,46,58,39,65,75,56,76,76,68,73,64,60,62,75,59,80,65,53,56,67,63,68,72,71,59,64,15,13,8,15,12
GK,23,15,7,19,12,39,63,14,26,28,43,10,34,34,46,50,34,56,60,54,51,16,16,10,8,12,12,19,10,71,66,64,68,72
MEIO,74,68,41,48,55,67,63,63,53,70,72,72,70,70,65,68,58,62,73,76,32,45,64,58,69,77,73,70,72,6,14,7,15,13
GK,24,18,23,13,16,41,65,15,17,39,60,18,24,24,22,30,18,78,22,14,45,30,11,12,20,11,9,20,13,73,68,58,67,70
ZAGUEIRO,73,66,69,66,69,72,59,54,71,70,84,83,70,76,59,66,64,70,69,59,57,49,84,59,79,80,86,80,64,7,16,15,15,9
MEIO,66,58,65,66,70,74,70,64,70,69,76,58,63,66,63,53,65,81,64,64,62,62,66,48,57,51,61,61,47,8,10,15,16,15
MEIO,69,62,49,51,55,63,66,62,66,70,77,65,75,69,50,43,71,72,76,56,63,63,70,49,65,69,68,55,62,11,8,9,6,16
MEIO,65,63,70,70,67,81,63,57,70,58,70,62,68,63,50,52,67,80,59,50,72,57,70,51,64,52,42,45,46,15,15,9,12,10
GK,20,11,12,19,13,42,67,14,23,56,59,19,26,24,56,49,37,69,45,63,71,14,24,17,19,17,19,20,15,69,71,69,61,70
ZAGUEIRO,57,49,70,67,70,78,55,37,68,43,62,38,65,69,32,31,32,77,47,52,48,72,26,26,21,24,51,28,26,7,11,15,16,14
GK,14,17,14,19,15,30,60,10,18,36,39,14,32,33,38,43,32,68,56,58,75,12,18,12,9,17,11,20,14,69,68,60,75,66
ZAGUEIRO,46,51,68,68,69,67,65,25,68,52,65,43,53,59,62,64,63,73,60,62,81,70,55,35,43,44,42,51,42,7,7,12,11,14
MEIO,73,71,23,54,55,66,61,55,56,74,71,73,73,71,63,50,52,61,80,77,71,57,67,64,65,77,77,78,64,14,9,12,16,13
MEIO,63,59,73,73,69,87,74,37,67,51,64,48,62,53,67,54,90,64,76,77,77,58,61,51,65,55,40,47,43,12,13,8,16,16
MEIO,69,68,49,55,59,68,72,73,61,74,72,72,76,75,32,39,43,68,57,36,41,68,78,70,71,80,77,86,57,15,9,8,7,10
ATACANTE,65,64,27,29,40,63,66,70,28,58,74,53,66,48,73,74,39,76,74,80,87,70,78,64,59,57,60,65,64,12,11,10,14,8
ZAGUEIRO,59,38,69,67,70,74,53,44,71,45,62,39,53,52,43,33,71,78,58,34,65,72,70,47,57,52,58,75,40,14,13,13,8,6
ZAGUEIRO,75,76,65,62,70,67,72,69,65,73,60,86,79,78,68,55,60,60,63,65,76,61,86,67,79,86,70,74,58,16,11,6,13,7
MEIO,69,63,40,36,52,63,67,63,66,71,80,72,73,70,68,68,60,57,86,76,31,36,71,64,70,72,73,78,65,7,8,9,16,15
ATACANTE,72,67,51,46,51,65,63,68,51,67,68,72,70,63,60,60,48,60,79,77,71,70,75,70,74,55,54,73,74,14,8,14,11,10
ZAGUEIRO,66,64,67,66,71,69,63,59,72,53,74,68,71,64,70,70,64,73,62,63,73,70,51,34,41,61,42,57,29,5,5,5,3,3
MEIO,70,67,51,45,48,66,71,62,54,73,72,71,72,71,58,54,81,64,71,67,76,62,68,54,64,69,66,59,65,7,7,13,12,6
ATACANTE,69,55,16,20,32,48,69,75,20,48,75,40,60,30,50,60,54,90,32,30,82,83,55,75,41,44,50,78,70,8,10,12,15,10
MEIO,71,68,57,61,64,69,69,66,59,70,77,70,69,69,72,66,71,68,74,73,54,51,75,60,68,77,72,58,62,15,16,15,12,15
ZAGUEIRO,65,61,72,67,69,61,67,37,70,59,73,64,64,62,64,74,75,64,75,63,73,64,61,50,45,61,28,48,60,10,13,12,16,13
ZAGUEIRO,74,65,68,69,70,77,71,66,72,63,70,83,70,73,54,43,61,62,74,63,66,59,84,49,74,86,81,54,57,6,14,6,9,8
ZAGUEIRO,63,62,63,73,64,70,61,23,72,53,63,60,60,71,30,31,33,86,59,61,54,70,57,40,65,52,65,48,54,11,10,13,6,11
ATACANTE,67,62,35,42,51,53,60,70,46,63,74,55,65,61,60,59,50,73,67,70,73,74,77,71,64,66,65,80,67,6,6,8,6,14
ZAGUEIRO,61,52,68,64,68,75,58,47,72,48,63,49,64,59,34,38,34,73,62,43,75,69,44,23,22,47,25,46,32,9,15,16,13,12
GK,24,11,12,12,13,26,65,5,13,21,57,13,25,24,34,36,30,65,35,23,58,11,27,10,12,13,17,35,11,72,70,69,67,62
MEIO,70,64,65,64,69,73,67,55,68,73,77,68,74,70,34,32,47,57,90,59,74,58,70,59,73,68,67,66,57,9,6,10,9,7
MEIO,66,67,67,67,70,76,63,56,66,61,65,65,64,65,55,58,56,85,56,44,60,67,72,22,48,52,42,55,55,8,7,16,13,7
MEIO,72,69,37,42,46,71,65,72,63,69,75,68,72,71,57,55,65,60,72,62,64,61,71,64,65,76,73,75,68,11,9,13,12,11
ZAGUEIRO,62,64,66,65,70,59,66,58,59,49,47,65,64,48,86,82,70,51,69,72,54,44,72,47,74,60,59,31,31,11,8,10,11,7
ZAGUEIRO,47,36,65,69,70,72,65,29,71,32,47,34,48,31,66,69,64,66,77,57,83,68,65,42,32,35,60,58,31,14,6,14,13,8
MEIO,65,57,62,60,70,75,64,42,68,44,64,45,70,66,55,62,75,86,46,48,59,58,66,32,35,44,35,40,22,7,7,7,11,5
ZAGUEIRO,47,33,69,67,73,79,67,25,66,27,41,26,57,51,71,66,70,63,61,59,71,58,44,29,29,28,22,39,26,13,6,14,8,6
ZAGUEIRO,68,56,63,66,63,55,63,61,66,66,65,70,69,41,68,66,86,62,62,59,46,53,52,48,56,64,44,48,50,7,8,11,11,13
ATACANTE,69,66,49,42,39,58,65,72,32,68,55,37,63,51,71,76,72,67,68,72,59,65,58,70,62,47,48,61,59,11,8,8,13,9
MEIO,69,75,22,23,21,55,63,68,22,70,45,65,59,61,68,60,51,53,50,72,47,55,70,66,64,53,52,72,62,12,10,9,10,14
MEIO,66,72,20,36,37,40,71,68,58,66,72,74,71,64,67,64,60,58,81,72,64,50,58,52,60,76,70,68,50,17,9,15,9,9
MEIO,71,66,59,74,72,66,62,51,59,62,53,54,69,65,61,55,85,76,70,65,73,60,73,53,58,63,65,71,66,13,11,11,13,8
ZAGUEIRO,57,56,68,66,74,71,69,59,72,46,78,59,60,52,60,70,65,77,48,52,43,73,71,40,63,48,44,49,52,9,7,7,15,10
ZAGUEIRO,64,49,73,73,77,62,67,61,65,62,67,70,68,63,78,81,83,63,62,78,56,61,57,50,54,53,58,55,49,6,9,6,10,7
ATACANTE,67,74,31,28,25,59,56,67,25,54,58,49,55,52,82,81,64,74,72,76,74,73,61,67,62,62,33,64,51,12,10,13,5,9
MEIO,67,63,33,33,28,29,64,70,20,59,47,68,62,58,76,85,68,60,63,62,71,42,72,66,53,53,45,67,57,8,14,11,10,15
ZAGUEIRO,68,72,70,72,67,60,57,64,56,52,57,72,74,72,80,76,63,49,73,65,59,47,68,64,35,64,34,47,40,9,13,6,6,5
ZAGUEIRO,50,57,70,59,70,74,64,30,63,27,63,29,66,54,63,66,69,77,64,36,72,65,54,26,26,30,28,41,20,14,14,8,13,8
MEIO,70,63,37,55,59,57,62,63,61,68,58,61,73,71,68,64,60,59,84,76,57,36,67,55,64,73,62,59,57,9,6,6,10,7
ATACANTE,68,65,16,18,21,63,59,61,21,55,63,36,61,23,66,68,68,88,59,63,76,69,69,68,64,51,31,60,60,6,15,15,10,10
ZAGUEIRO,64,61,65,66,67,67,64,54,64,50,57,60,65,62,73,75,76,71,57,68,65,63,45,40,40,50,55,55,47,12,12,11,10,13
ATACANTE,68,69,20,18,16,75,70,64,32,61,51,58,64,53,68,72,72,63,63,74,60,65,70,67,61,68,68,69,73,6,11,12,6,11
ZAGUEIRO,56,35,71,72,75,66,58,33,65,37,49,34,50,36,63,67,61,65,65,46,72,59,43,30,30,29,34,44,36,14,8,7,8,6
MEIO,74,71,38,53,58,68,68,66,55,67,56,56,68,66,79,77,73,58,78,81,72,41,58,56,67,36,42,40,49,9,7,8,8,11
ATACANTE,63,61,20,22,24,29,62,65,25,61,53,34,56,55,65,64,59,73,67,60,64,69,75,75,70,50,57,71,46,11,13,13,12,9
MEIO,66,61,55,57,68,64,59,54,69,66,48,51,72,69,61,71,75,73,78,74,77,44,71,50,54,48,42,52,37,6,11,7,11,12
MEIO,68,72,30,35,31,56,57,73,38,57,71,63,57,51,83,81,63,41,93,82,76,71,63,70,56,68,55,61,54,14,13,14,7,11
MEIO,71,73,41,41,43,51,50,69,29,68,52,61,74,60,75,73,67,55,71,65,43,32,46,44,55,61,62,55,40,9,11,13,8,11
ZAGUEIRO,59,44,66,63,72,68,71,21,61,32,59,22,54,36,55,64,63,75,46,42,65,69,68,21,46,32,23,67,43,11,15,7,6,12
ZAGUEIRO,54,59,72,70,74,61,65,50,68,62,46,54,63,55,69,71,73,74,63,57,61,64,52,40,56,33,38,36,48,15,10,10,14,10
MEIO,70,72,42,48,46,43,76,64,21,67,49,60,68,64,68,68,64,47,72,66,55,40,60,52,56,60,45,49,48,5,7,11,13,13
ZAGUEIRO,48,49,68,67,69,70,66,44,70,40,67,23,51,40,64,55,67,74,68,49,81,67,46,29,30,26,21,37,27,6,12,8,15,6
ZAGUEIRO,52,50,65,65,70,72,61,48,67,42,70,40,55,44,54,72,65,74,56,61,80,71,66,51,34,27,30,60,32,10,13,7,9,9
MEIO,73,76,23,26,22,52,64,59,27,63,68,57,66,56,83,81,67,47,82,85,75,38,77,53,71,67,42,44,65,13,10,6,10,9
MEIO,68,67,31,48,34,45,72,73,37,71,51,48,60,72,67,71,57,52,73,74,72,57,55,65,59,58,67,67,62,8,8,12,14,14
MEIO,63,68,36,38,41,52,70,71,33,58,59,55,70,51,80,79,66,58,75,82,58,54,70,67,72,65,62,68,66,8,8,9,8,13
MEIO,68,73,29,31,33,40,68,76,40,62,65,62,67,61,68,59,59,54,79,77,61,50,49,69,41,71,70,68,67,16,9,9,10,16
MEIO,69,65,58,59,63,68,66,60,67,66,65,60,74,72,62,64,70,73,58,66,74,57,70,47,65,62,66,60,57,7,13,7,7,12
GK,20,14,9,12,8,44,62,10,10,60,58,14,21,20,37,41,31,72,49,44,60,18,26,12,20,15,11,26,7,65,69,75,62,73
ZAGUEIRO,61,73,73,70,61,51,64,57,69,65,73,66,68,58,78,75,69,31,89,87,70,38,67,46,62,70,72,55,61,7,8,9,11,9
MEIO,70,68,60,63,64,68,63,55,64,65,69,55,72,68,77,79,73,70,77,75,64,44,60,53,56,56,49,46,42,6,12,7,10,8
MEIO,67,73,16,21,22,57,62,64,26,61,66,61,63,58,78,83,70,71,63,71,77,60,68,63,64,55,48,58,56,6,10,13,12,8
MEIO,70,74,46,28,44,64,64,69,37,67,68,46,67,52,79,78,72,70,68,72,67,68,71,67,62,62,47,69,64,11,7,13,6,13
ATACANTE,67,65,24,25,21,70,67,68,18,36,55,31,51,44,71,69,75,72,58,68,72,71,70,68,59,41,33,55,65,10,8,5,11,13
MEIO,70,70,40,41,38,55,61,71,39,61,63,66,66,61,74,73,50,57,61,68,35,45,59,64,58,58,46,53,47,12,14,8,10,8
MEIO,63,59,55,59,71,81,65,52,67,68,41,38,69,65,63,55,73,66,67,48,59,34,63,47,56,49,44,41,51,11,6,11,14,10
ZAGUEIRO,60,52,69,68,67,62,67,54,69,43,48,61,66,62,76,73,66,67,61,67,58,64,44,46,42,36,34,41,39,12,13,12,6,12
ATACANTE,63,62,15,16,22,35,64,68,16,52,57,47,55,32,63,63,57,52,68,62,64,62,73,78,72,50,57,70,64,11,9,9,11,13
ATACANTE,62,61,18,14,21,28,55,69,18,57,54,38,60,34,84,80,60,80,66,76,65,61,70,72,52,39,35,68,41,7,14,8,14,11
MEIO,71,70,24,29,20,35,59,58,37,62,60,67,60,50,83,85,90,60,77,80,69,38,64,57,59,55,59,50,62,13,6,12,12,9
GK,10,10,6,13,10,33,64,8,11,31,30,14,20,28,23,33,18,64,35,37,61,10,21,7,8,12,14,19,8,67,70,62,66,68
ZAGUEIRO,62,54,66,70,72,75,64,58,57,40,48,62,60,55,77,80,77,80,53,72,75,60,45,29,33,40,33,43,28,13,10,7,10,14
ZAGUEIRO,63,20,64,67,69,68,41,28,63,56,52,24,63,61,77,75,75,73,55,68,83,74,39,15,20,25,28,37,27,12,9,13,14,8
ATACANTE,73,72,41,36,42,41,68,73,38,70,67,57,73,66,59,64,62,43,79,76,56,62,65,71,64,72,56,65,63,15,6,9,13,6
MEIO,71,68,41,39,40,56,65,69,52,64,60,70,68,63,65,61,71,68,63,59,61,57,63,65,64,57,59,61,60,6,10,14,8,9
MEIO,70,67,65,64,62,66,68,58,70,62,60,68,67,69,68,65,78,61,64,72,58,61,58,54,60,41,52,56,46,7,7,9,14,11
ATACANTE,61,54,22,17,28,62,69,70,29,44,70,39,54,39,56,54,62,78,50,66,73,77,68,74,56,35,33,58,53,7,14,13,6,15
ZAGUEIRO,43,29,65,69,72,52,64,21,71,33,47,22,42,21,73,75,65,80,55,70,77,72,35,18,19,22,23,37,47,14,7,13,9,13
GK,18,12,8,14,13,31,73,6,9,27,33,12,17,21,26,27,24,61,53,50,54,12,20,9,9,14,11,13,9,55,74,68,59,75
MEIO,68,76,41,47,43,63,65,70,45,56,57,50,73,67,73,77,60,57,76,77,73,71,63,56,58,43,47,54,47,11,9,10,15,14
MEIO,69,75,32,36,30,40,65,70,26,76,62,59,65,63,68,72,49,64,76,70,55,39,63,62,73,43,36,41,43,14,5,9,11,6
GK,15,8,6,13,12,24,59,4,10,44,26,12,19,16,25,31,22,74,39,38,55,11,18,5,6,14,13,17,6,67,63,64,72,69
MEIO,66,69,24,29,24,34,59,64,34,59,57,71,68,52,81,74,81,45,88,79,76,39,64,61,68,55,49,59,53,11,9,5,7,14
MEIO,68,56,68,66,65,59,70,37,72,59,47,40,71,63,52,52,70,47,83,75,66,44,41,32,27,33,31,41,27,9,13,12,13,7
MEIO,69,68,38,39,41,39,58,65,37,69,57,57,68,66,73,62,65,56,82,75,55,44,71,59,72,68,64,70,66,12,12,11,8,10
MEIO,67,68,48,51,49,58,63,67,41,61,47,68,69,66,76,65,72,64,76,71,67,53,70,55,66,64,59,66,44,12,9,6,8,9
MEIO,64,76,38,43,42,41,52,57,29,65,59,72,66,53,87,82,83,29,91,90,72,36,54,41,38,63,63,46,38,11,8,10,8,8
MEIO,68,68,40,35,27,57,59,66,37,66,65,54,60,59,88,90,74,60,86,83,52,54,71,69,63,67,64,66,59,12,6,11,10,8
ZAGUEIRO,67,60,65,64,71,69,58,50,64,62,52,46,70,66,51,55,71,77,38,32,57,63,59,43,45,48,49,47,39,14,9,13,12,14
ATACANTE,69,71,19,18,20,26,51,67,24,50,54,32,67,58,67,71,67,76,69,68,70,70,65,73,57,35,31,63,39,8,9,8,6,10
ZAGUEIRO,49,33,69,62,72,57,59,20,74,25,55,28,55,43,63,54,60,74,56,42,75,68,40,30,33,26,30,36,29,10,6,6,6,11
ATACANTE,71,72,48,40,43,56,59,64,45,67,57,67,70,66,67,71,71,63,71,70,58,43,67,65,71,57,62,58,53,13,13,11,11,7
ZAGUEIRO,71,72,57,66,64,61,61,62,66,66,66,76,72,71,74,72,78,57,74,73,64,48,69,48,56,78,69,63,56,7,6,6,9,5
ZAGUEIRO,65,45,62,69,72,68,66,32,71,34,63,28,67,70,67,64,65,72,60,61,65,58,47,23,24,37,33,35,30,7,11,14,13,9
MEIO,66,63,44,48,50,55,68,70,53,67,65,65,66,63,76,73,65,68,67,70,50,55,65,70,62,61,63,67,59,10,9,9,9,13
MEIO,67,75,25,38,35,45,66,62,39,70,65,54,70,63,69,69,53,58,73,61,64,48,55,53,61,53,63,60,35,7,10,15,9,10
ATACANTE,72,74,25,28,27,40,60,61,29,61,51,65,70,62,68,63,56,57,67,56,47,65,72,70,66,58,47,68,62,14,13,9,15,13
ZAGUEIRO,59,60,66,67,66,72,60,31,62,35,52,33,65,49,74,77,66,74,65,62,77,68,46,26,34,36,37,50,37,13,5,5,8,12
MEIO,68,72,23,22,24,38,59,63,23,71,48,63,67,46,76,71,53,49,75,81,48,39,42,69,61,70,61,65,58,10,11,14,14,8
ZAGUEIRO,58,53,64,63,69,74,56,21,61,55,62,53,66,64,61,63,57,76,51,45,74,71,51,21,42,57,36,53,37,10,6,10,13,10
ZAGUEIRO,61,65,62,63,63,67,60,62,60,63,64,66,74,67,83,83,81,57,75,74,66,58,62,58,46,52,50,55,41,6,14,14,15,7
MEIO,70,73,39,32,30,25,61,59,39,59,49,66,66,62,74,85,65,64,59,69,68,47,59,52,55,54,49,47,56,14,9,14,12,10
ZAGUEIRO,69,66,65,69,71,72,62,52,63,49,56,67,67,56,69,74,69,62,72,69,61,48,51,31,30,51,31,39,26,14,9,14,12,6
MEIO,67,76,24,22,21,36,55,63,24,69,51,48,66,62,75,84,82,53,81,82,60,40,52,52,58,46,45,50,43,9,12,8,10,15
ZAGUEIRO,65,61,65,69,65,60,66,62,67,45,42,65,64,57,75,75,70,47,80,80,58,56,35,35,28,46,35,48,35,11,10,9,6,12
MEIO,70,69,45,37,42,47,67,62,24,64,54,70,70,69,77,75,68,57,79,77,64,49,71,62,59,73,61,51,50,9,7,15,11,15
ZAGUEIRO,50,41,65,70,72,72,58,23,57,32,48,31,49,30,54,62,64,78,53,49,73,72,48,29,27,34,26,45,34,12,7,11,7,11
ZAGUEIRO,61,67,61,62,63,61,72,67,66,58,56,72,67,70,71,72,81,67,78,77,56,55,62,45,51,47,51,52,45,7,10,7,15,15
ATACANTE,57,61,11,12,11,43,62,62,31,41,41,55,51,41,55,71,55,88,41,42,63,75,77,71,64,41,51,51,61,10,12,11,9,11
ATACANTE,71,77,22,23,17,40,61,65,30,36,58,61,55,41,78,75,55,49,84,87,66,61,66,72,71,51,52,77,65,7,13,15,15,8
MEIO,70,73,23,25,27,65,65,72,23,72,68,55,62,58,67,60,74,62,65,50,54,57,60,62,74,70,75,50,51,13,12,10,9,15
MEIO,65,75,33,35,34,40,71,76,33,75,56,55,53,59,74,52,55,59,63,40,43,48,61,71,65,59,66,51,52,11,13,19,15,12
MEIO,65,70,23,35,42,44,67,70,22,70,62,52,72,62,49,65,49,50,73,68,49,51,52,58,61,73,77,60,44,17,13,17,17,17
MEIO,64,57,68,71,70,70,63,52,63,60,59,53,75,61,73,71,69,62,68,71,49,62,68,55,64,51,62,68,48,9,7,8,9,16
ZAGUEIRO,77,57,76,71,58,70,66,57,73,43,63,58,69,58,62,66,58,77,49,60,54,73,72,47,49,73,61,64,56,8,14,13,10,13
ZAGUEIRO,59,54,67,70,74,71,62,53,65,56,62,67,68,70,62,68,69,67,64,53,72,64,61,51,50,53,52,58,42,7,8,10,9,11
ZAGUEIRO,61,54,68,74,70,49,69,60,66,56,58,62,59,36,63,74,61,73,54,54,72,73,45,38,38,51,32,45,37,7,9,13,12,8
ATACANTE,66,75,22,30,33,52,63,56,23,60,48,58,61,42,63,65,47,69,72,43,58,75,71,71,77,59,53,75,64,12,11,15,14,13
ATACANTE,72,64,23,24,23,58,65,68,23,42,65,44,58,41,77,75,76,55,80,75,75,55,71,74,51,82,62,65,64,13,16,14,15,15
ATACANTE,63,65,18,17,23,44,65,57,21,48,54,60,51,54,57,78,54,74,68,67,75,66,78,73,71,54,71,54,72,10,7,9,11,21
MEIO,67,61,61,59,71,74,62,56,64,46,74,51,65,68,57,54,84,81,51,60,57,56,60,46,51,52,48,66,41,9,8,8,13,10
MEIO,42,42,74,63,73,62,70,45,70,62,63,57,72,65,51,50,67,72,74,50,68,47,52,33,41,32,43,53,22,14,15,15,15,14
ZAGUEIRO,59,52,75,66,76,77,65,55,72,52,61,71,64,63,63,61,57,67,51,58,52,60,63,46,54,57,45,56,52,8,13,11,10,10
